"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"Q05670" "OTHER" "1" "FUS2" "S. cerevisiae" "cell FUSion" "2034" "YMR232W" "S000004845" "ORF"
"Q05900" "OTHER" "1" "YHC1" "S. cerevisiae" "Yeast Homolog of human U1C" "696" "YLR298C" "S000004289" "ORF"
"Q08032" "OTHER" "1" "CDC45" "S. cerevisiae" "Cell Division Cycle" "1953" "YLR103C" "S000004093" "ORF"
"P38792" "OTHER" "1" "RRP4" "S. cerevisiae" "Ribosomal RNA Processing" "1080" "YHR069C" "S000001111" "ORF"
"P53011" "OTHER" "1" "SEH1" "S. cerevisiae" "SEc13 Homolog" "1050" "YGL100W" "S000003068" "ORF"
"P13711" "OTHER" "1" "POX1" "S. cerevisiae" "" "2247" "YGL205W" "S000003173" "ORF"
"P37263" "OTHER" "1" "" "S. cerevisiae" "" "462" "YCR087C-A" "S000007223" "ORF"
"P38204" "OTHER" "1" "RRN10" "S. cerevisiae" "Regulation of RNA polymerase I" "438" "YBL025W" "S000000121" "ORF"
"P07253" "OTHER" "1" "CBP6" "S. cerevisiae" "Cytochrome B Protein synthesis" "489" "YBR120C" "S000000324" "ORF"
"Q04711" "OTHER" "1" "" "S. cerevisiae" "" "" "YML045W" "S000004508" "TransposableElementGene"
"Q12315" "OTHER" "1" "GLE1" "S. cerevisiae" "GLFG (glycine-leucine-phenylalanine-glycine) LEthal" "1617" "YDL207W" "S000002366" "ORF"
"Q05979" "OTHER" "1" "BNA5" "S. cerevisiae" "Biosynthesis of Nicotinic Acid" "1362" "YLR231C" "S000004221" "ORF"
"P40093" "OTHER" "1" "MYG1" "S. cerevisiae" "" "1017" "YER156C" "S000000958" "ORF"
"P40344" "OTHER" "1" "ATG3" "S. cerevisiae" "AuTophaGy related" "933" "YNR007C" "S000005290" "ORF"
"Q04170" "OTHER" "1" "" "S. cerevisiae" "" "699" "YDR391C" "S000002799" "ORF"
"P16658" "OTHER" "1" "SEN2" "S. cerevisiae" "Splicing ENdonuclease" "1134" "YLR105C" "S000004095" "ORF"
"P00924" "OTHER" "1" "ENO1" "S. cerevisiae" "ENOlase" "1314" "YGR254W" "S000003486" "ORF"
"P53946" "OTHER" "1" "ARP5" "S. cerevisiae" "Actin-Related Protein" "2268" "YNL059C" "S000005004" "ORF"
"P0CE69" "OTHER" "1" "" "S. cerevisiae" "" "921" "YKR104W" "S000001812" "ORF"
"P30656" "OTHER" "1" "PRE2" "S. cerevisiae" "PRoteinase yscE" "864" "YPR103W" "S000006307" "ORF"
"Q07648" "OTHER" "1" "DTD1" "S. cerevisiae" "D-Tyr-tRNA(Tyr) Deacylase" "524" "YDL219W" "S000002378" "ORF"
"P38344" "OTHER" "1" "REI1" "S. cerevisiae" "REquired for Isotropic bud growth" "1182" "YBR267W" "S000000471" "ORF"
"P05756" "OTHER" "1" "RPS13" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "995" "YDR064W" "S000002471" "ORF"
"Q06266" "OTHER" "1" "TOS4" "S. cerevisiae" "Target Of Sbf" "1470" "YLR183C" "S000004173" "ORF"
"P40345" "OTHER" "1" "LRO1" "S. cerevisiae" "Lecithin cholesterol acyl transferase Related Open reading frame" "1986" "YNR008W" "S000005291" "ORF"
"P29461" "OTHER" "1" "PTP2" "S. cerevisiae" "Protein Tyrosine Phosphatase" "2253" "YOR208W" "S000005734" "ORF"
"Q03370" "OTHER" "1" "PEX29" "S. cerevisiae" "PEroXisome related" "1665" "YDR479C" "S000002887" "ORF"
"P38793" "OTHER" "1" "TRM5" "S. cerevisiae" "tRNA Methyltransferase" "1500" "YHR070W" "S000001112" "ORF"
"P31386" "OTHER" "1" "ATS1" "S. cerevisiae" "Alpha Tubulin Suppressor" "1002" "YAL020C" "S000000018" "ORF"
"Q03674" "OTHER" "1" "PLB2" "S. cerevisiae" "PhosphoLipase B" "2121" "YMR006C" "S000004608" "ORF"
"Q03530" "OTHER" "1" "RCE1" "S. cerevisiae" "Ras and a-factor Converting Enzyme" "948" "YMR274C" "S000004887" "ORF"
"P40094" "OTHER" "1" "COG3" "S. cerevisiae" "Conserved Oligomeric Golgi complex" "2406" "YER157W" "S000000959" "ORF"
"Q00578" "OTHER" "1" "SSL2" "S. cerevisiae" "Suppressor of Stem-Loop mutation" "2532" "YIL143C" "S000001405" "ORF"
"P32335" "OTHER" "1" "MSS51" "S. cerevisiae" "Mitochondrial Splicing Suppressor" "1311" "YLR203C" "S000004193" "ORF"
"P40508" "OTHER" "1" "RCI37" "S. cerevisiae" "Respiratory Chain Interacting protein of ~37 kDa" "963" "YIL077C" "S000001339" "ORF"
"P25366" "OTHER" "1" "OCA4" "S. cerevisiae" "Oxidant-induced Cell-cycle Arrest" "1089" "YCR095C" "S000000691" "ORF"
"P53943" "OTHER" "1" "AQR1" "S. cerevisiae" "Acids Quinidine Resistance" "1761" "YNL065W" "S000005009" "ORF"
"P35176" "OTHER" "1" "CPR5" "S. cerevisiae" "Cyclosporin-sensitive Proline Rotamase" "678" "YDR304C" "S000002712" "ORF"
"P12945" "OTHER" "1" "NAT1" "S. cerevisiae" "N-terminal AcetylTransferase" "2565" "YDL040C" "S000002198" "ORF"
"Q12129" "OTHER" "1" "NMD4" "S. cerevisiae" "Nonsense-Mediated mRNA Decay" "657" "YLR363C" "S000004355" "ORF"
"Q04401" "OTHER" "1" "SDH7" "S. cerevisiae" "Succinate DeHydrogenase" "402" "YDR511W" "S000002919" "ORF"
"P53723" "OTHER" "1" "" "S. cerevisiae" "" "1215" "YNR021W" "S000005304" "ORF"
"Q12310" "OTHER" "1" "PRR2" "S. cerevisiae" "Pheromone Response Regulator" "2100" "YDL214C" "S000002373" "ORF"
"P53010" "OTHER" "1" "PAN2" "S. cerevisiae" "Poly(A)-binding protein-dependent poly(A) riboNuclease" "3348" "YGL094C" "S000003062" "ORF"
"P32795" "OTHER" "1" "YME1" "S. cerevisiae" "Yeast Mitochondrial Escape" "2244" "YPR024W" "S000006228" "ORF"
"P39107" "OTHER" "1" "MNN9" "S. cerevisiae" "MaNNosyltransferase" "1188" "YPL050C" "S000005971" "ORF"
"P38794" "OTHER" "1" "PCL5" "S. cerevisiae" "Pho85 CycLin" "690" "YHR071W" "S000001113" "ORF"
"P46947" "OTHER" "1" "BUD13" "S. cerevisiae" "BUD site selection" "801" "YGL174W" "S000003142" "ORF"
"P0CE41" "OTHER" "1" "HAP1" "S. cerevisiae" "Heme Activator Protein" "4509" "YLR256W" "S000004246" "ORF"
"P31380" "OTHER" "1" "FUN30" "S. cerevisiae" "Function Unknown Now" "3396" "YAL019W" "S000000017" "ORF"
"P23641" "OTHER" "1" "MIR1" "S. cerevisiae" "Mitochondrial Import Receptor" "936" "YJR077C" "S000003838" "ORF"
"P32660" "OTHER" "1" "DNF1" "S. cerevisiae" "Drs2 Neo1 Family" "4716" "YER166W" "S000000968" "ORF"
"Q08220" "OTHER" "1" "GSH2" "S. cerevisiae" "Glutathione" "1476" "YOL049W" "S000005409" "ORF"
"P53154" "OTHER" "1" "GUP1" "S. cerevisiae" "Glycerol UPtake" "1683" "YGL084C" "S000003052" "ORF"
"P38909" "OTHER" "1" "CYC2" "S. cerevisiae" "CYtochrome C" "1101" "YOR037W" "S000005563" "ORF"
"P17119" "OTHER" "1" "KAR3" "S. cerevisiae" "KARyogamy" "2190" "YPR141C" "S000006345" "ORF"
"A2P2R3" "OTHER" "1" "" "S. cerevisiae" "" "789" "YMR084W" "S000004689" "ORF"
"P20447" "OTHER" "1" "DBP3" "S. cerevisiae" "Dead Box Protein" "1572" "YGL078C" "S000003046" "ORF"
"P40509" "OTHER" "1" "SEC28" "S. cerevisiae" "SECretory" "891" "YIL076W" "S000001338" "ORF"
"P32380" "OTHER" "1" "SPC110" "S. cerevisiae" "Spindle Pole Component" "2835" "YDR356W" "S000002764" "ORF"
"P22434" "OTHER" "1" "PDE1" "S. cerevisiae" "PhosphoDiEsterase" "1110" "YGL248W" "S000003217" "ORF"
"P53944" "OTHER" "1" "MTQ1" "S. cerevisiae" "Methyltransferase" "945" "YNL063W" "S000005007" "ORF"
"P31381" "OTHER" "1" "FUN26" "S. cerevisiae" "Function Unknown Now" "1554" "YAL022C" "S000000020" "ORF"
"P47098" "OTHER" "1" "" "S. cerevisiae" "" "" "YJR027W" "S000003788" "TransposableElementGene"
"Q12454" "OTHER" "1" "OCA6" "S. cerevisiae" "Oxidant-induced Cell-cycle Arrest" "675" "YDR067C" "S000002474" "ORF"
"P26754" "OTHER" "1" "RFA2" "S. cerevisiae" "Replication Factor A" "930" "YNL312W" "S000005256" "ORF"
"P00931" "OTHER" "1" "TRP5" "S. cerevisiae" "TRyPtophan" "2124" "YGL026C" "S000002994" "ORF"
"P07702" "OTHER" "1" "LYS2" "S. cerevisiae" "LYSine requiring" "4179" "YBR115C" "S000000319" "ORF"
"P46946" "OTHER" "1" "SAE2" "S. cerevisiae" "Sporulation in the Absence of spo Eleven" "1038" "YGL175C" "S000003143" "ORF"
"Q01589" "OTHER" "1" "SED1" "S. cerevisiae" "Suppression of Exponential Defect" "1017" "YDR077W" "S000002484" "ORF"
"P38921" "OTHER" "1" "PET8" "S. cerevisiae" "PETite colonies" "855" "YNL003C" "S000004948" "ORF"
"P15992" "OTHER" "1" "HSP26" "S. cerevisiae" "Heat Shock Protein" "645" "YBR072W" "S000000276" "ORF"
"Q12084" "OTHER" "1" "DAS2" "S. cerevisiae" "Dst1-delta 6-Azauracil Sensitivity" "699" "YDR020C" "S000002427" "ORF"
"P53863" "OTHER" "1" "JJJ1" "S. cerevisiae" "J-protein (Type III)" "1773" "YNL227C" "S000005171" "ORF"
"P22768" "OTHER" "1" "ARG1" "S. cerevisiae" "ARGinine requiring" "1263" "YOL058W" "S000005419" "ORF"
"P52918" "OTHER" "1" "MSN5" "S. cerevisiae" "Multicopy suppressor of SNf1 mutation" "3675" "YDR335W" "S000002743" "ORF"
"P53155" "OTHER" "1" "" "S. cerevisiae" "" "1146" "YGL082W" "S000003050" "ORF"
"P32485" "OTHER" "1" "HOG1" "S. cerevisiae" "High Osmolarity Glycerol response" "1308" "YLR113W" "S000004103" "ORF"
"P32453" "OTHER" "1" "ATP11" "S. cerevisiae" "ATP synthase" "957" "YNL315C" "S000005259" "ORF"
"Q06199" "OTHER" "1" "" "S. cerevisiae" "" "615" "YLR456W" "S000004448" "ORF"
"P38795" "OTHER" "1" "QNS1" "S. cerevisiae" "glutamine (Q) dependent Nad+ Synthetase" "2145" "YHR074W" "S000001116" "ORF"
"P19097" "OTHER" "1" "FAS2" "S. cerevisiae" "Fatty Acid Synthetase" "5664" "YPL231W" "S000006152" "ORF"
"P28495" "OTHER" "1" "CAP1" "S. cerevisiae" "CAPping" "807" "YKL007W" "S000001490" "ORF"
"P33416" "OTHER" "1" "HSP78" "S. cerevisiae" "Heat Shock Protein" "2436" "YDR258C" "S000002666" "ORF"
"P00856" "OTHER" "1" "ATP8" "S. cerevisiae" "ATP synthase" "147" "Q0080" "S000007267" "ORF"
"P38922" "OTHER" "1" "HRB1" "S. cerevisiae" "Hypothetical RNA-Binding protein" "1707" "YNL004W" "S000004949" "ORF"
"P23748" "OTHER" "1" "MIH1" "S. cerevisiae" "Mitotic Inducer Homolog" "1665" "YMR036C" "S000004639" "ORF"
"P36119" "OTHER" "1" "RQT4" "S. cerevisiae" "Ribosome-Quality control Trigger factor" "1593" "YKR023W" "S000001731" "ORF"
"P53152" "OTHER" "1" "MMS2" "S. cerevisiae" "Methyl MethaneSulfonate sensitivity" "499" "YGL087C" "S000003055" "ORF"
"Q08580" "OTHER" "1" "PEX27" "S. cerevisiae" "PEroXisome related" "1131" "YOR193W" "S000005719" "ORF"
"Q03220" "OTHER" "1" "CTL1" "S. cerevisiae" "Capping enzyme mRNA Triphosphatase-Like" "963" "YMR180C" "S000004792" "ORF"
"P53860" "OTHER" "1" "PDR16" "S. cerevisiae" "Pleiotropic Drug Resistance" "1056" "YNL231C" "S000005175" "ORF"
"P35179" "OTHER" "1" "SSS1" "S. cerevisiae" "Sec Sixty-one Suppressor" "243" "YDR086C" "S000002493" "ORF"
"P53941" "OTHER" "1" "IMP4" "S. cerevisiae" "Interacting with Mpp10p" "873" "YNL075W" "S000005019" "ORF"
"P38796" "OTHER" "1" "PPE1" "S. cerevisiae" "Phosphoprotein Phosphatase methylEsterase" "1203" "YHR075C" "S000001117" "ORF"
"P14904" "OTHER" "1" "APE1" "S. cerevisiae" "AminoPeptidase" "1545" "YKL103C" "S000001586" "ORF"
"P32452" "OTHER" "1" "PHA2" "S. cerevisiae" "PHenylAlanine requiring" "1005" "YNL316C" "S000005260" "ORF"
"P06174" "OTHER" "1" "HEM4" "S. cerevisiae" "HEMe biosynthesis" "828" "YOR278W" "S000005804" "ORF"
"P53722" "OTHER" "1" "ATP23" "S. cerevisiae" "" "813" "YNR020C" "S000005303" "ORF"
"P0CD97" "OTHER" "1" "" "S. cerevisiae" "" "219" "YER039C-A" "S000007226" "ORF"
"P02406" "OTHER" "1" "RPL28" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "961" "YGL103W" "S000003071" "ORF"
"P20606" "OTHER" "1" "SAR1" "S. cerevisiae" "Secretion-Associated, Ras-related" "712" "YPL218W" "S000006139" "ORF"
"P15624" "OTHER" "1" "FRS1" "S. cerevisiae" "phenylalanyl (F)-tRNA Synthetase" "1788" "YLR060W" "S000004050" "ORF"
"P53632" "OTHER" "1" "PAP2" "S. cerevisiae" "Poly(A) Polymerase" "1755" "YOL115W" "S000005475" "ORF"
"P31382" "OTHER" "1" "PMT2" "S. cerevisiae" "Protein O-MannosylTransferase" "2280" "YAL023C" "S000000021" "ORF"
"P53942" "OTHER" "1" "RNH201" "S. cerevisiae" "RNase H" "924" "YNL072W" "S000005016" "ORF"
"P38129" "OTHER" "1" "TAF5" "S. cerevisiae" "TATA binding protein-Associated Factor" "2397" "YBR198C" "S000000402" "ORF"
"P38999" "OTHER" "1" "LYS9" "S. cerevisiae" "LYSine requiring" "1341" "YNR050C" "S000005333" "ORF"
"P23337" "OTHER" "1" "GSY1" "S. cerevisiae" "Glycogen SYnthase" "2127" "YFR015C" "S000001911" "ORF"
"P37262" "OTHER" "1" "SOL2" "S. cerevisiae" "Suppressor Of Los1-1" "948" "YCR073W-A" "S000000718" "ORF"
"P53153" "OTHER" "1" "LCL3" "S. cerevisiae" "Long Chronological Lifespan 3" "825" "YGL085W" "S000003053" "ORF"
"Q06263" "OTHER" "1" "VTA1" "S. cerevisiae" "VpsTwenty Associated" "993" "YLR181C" "S000004171" "ORF"
"Q08949" "OTHER" "1" "DDC1" "S. cerevisiae" "DNA Damage Checkpoint" "1839" "YPL194W" "S000006115" "ORF"
"P47096" "OTHER" "1" "BNA1" "S. cerevisiae" "Biosynthesis of Nicotinic Acid" "534" "YJR025C" "S000003786" "ORF"
"Q12675" "OTHER" "1" "DNF2" "S. cerevisiae" "Drs2 Neo1 Family" "4839" "YDR093W" "S000002500" "ORF"
"P53861" "OTHER" "1" "ELA1" "S. cerevisiae" "ELongin A" "1140" "YNL230C" "S000005174" "ORF"
"P06105" "OTHER" "1" "SCP160" "S. cerevisiae" "S. cerevisiae protein involved in the Control of Ploidy" "3669" "YJL080C" "S000003616" "ORF"
"Q12267" "OTHER" "1" "SMC4" "S. cerevisiae" "Structural Maintenance of Chromosomes" "4257" "YLR086W" "S000004076" "ORF"
"Q06204" "OTHER" "1" "" "S. cerevisiae" "" "1302" "YLR446W" "S000004438" "ORF"
"P39113" "OTHER" "1" "CAT8" "S. cerevisiae" "CATabolite repression" "4302" "YMR280C" "S000004893" "ORF"
"P38165" "OTHER" "1" "RTG3" "S. cerevisiae" "ReTroGrade regulation" "1461" "YBL103C" "S000000199" "ORF"
"P32561" "OTHER" "1" "RPD3" "S. cerevisiae" "Reduced Potassium Dependency" "1302" "YNL330C" "S000005274" "ORF"
"Q12328" "OTHER" "1" "TIM22" "S. cerevisiae" "Translocase of the Inner Mitochondrial membrane" "624" "YDL217C" "S000002376" "ORF"
"P06777" "OTHER" "1" "RAD1" "S. cerevisiae" "RADiation sensitive" "3303" "YPL022W" "S000005943" "ORF"
"P53920" "OTHER" "1" "NMA111" "S. cerevisiae" "Nuclear Mediator of Apoptosis" "2994" "YNL123W" "S000005067" "ORF"
"Q12431" "OTHER" "1" "EMC6" "S. cerevisiae" "ER Membrane protein Complex" "327" "YLL014W" "S000003937" "ORF"
"P38158" "OTHER" "1" "MAL32" "S. cerevisiae" "MALtose" "1755" "YBR299W" "S000000503" "ORF"
"P39729" "OTHER" "1" "RBG1" "S. cerevisiae" "RiBosome interacting Gtpase" "1110" "YAL036C" "S000000034" "ORF"
"P39112" "OTHER" "1" "DSS1" "S. cerevisiae" "Deletion of SUV3 Supressor" "2910" "YMR287C" "S000004900" "ORF"
"P38753" "OTHER" "1" "HSE1" "S. cerevisiae" "Has Symptoms of class E mutants; resembles Hbp, Stam and East" "1359" "YHL002W" "S000000994" "ORF"
"P38310" "OTHER" "1" "FTH1" "S. cerevisiae" "FTR1 Homolog" "1398" "YBR207W" "S000000411" "ORF"
"Q03897" "OTHER" "1" "MTC5" "S. cerevisiae" "Maintenance of Telomere Capping" "3447" "YDR128W" "S000002535" "ORF"
"Q12514" "OTHER" "1" "NOT5" "S. cerevisiae" "Negative On TATA" "1683" "YPR072W" "S000006276" "ORF"
"Q12257" "OTHER" "1" "" "S. cerevisiae" "" "513" "YDL177C" "S000002336" "ORF"
"P36150" "OTHER" "1" "MET1" "S. cerevisiae" "METhionine requiring" "1782" "YKR069W" "S000001777" "ORF"
"Q12374" "OTHER" "1" "NCA2" "S. cerevisiae" "Nuclear Control of ATPase" "1851" "YPR155C" "S000006359" "ORF"
"Q99278" "OTHER" "1" "MED11" "S. cerevisiae" "MEDiator complex" "396" "YMR112C" "S000004718" "ORF"
"P53921" "OTHER" "1" "MRP35" "S. cerevisiae" "Mitochondrial Ribosomal Protein" "348" "YNL122C" "S000005066" "ORF"
"P05319" "OTHER" "1" "RPP2A" "S. cerevisiae" "Ribosomal Protein P2 Alpha" "321" "YOL039W" "S000005399" "ORF"
"P53843" "OTHER" "1" "IST1" "S. cerevisiae" "Increased Sodium Tolerance" "1002" "YNL265C" "S000005209" "ORF"
"Q12143" "OTHER" "1" "NSL1" "S. cerevisiae" "Nnf1 Synthetic Lethal" "651" "YPL233W" "S000006154" "ORF"
"P38166" "OTHER" "1" "SFT2" "S. cerevisiae" "Suppressor of sed Five Ts" "648" "YBL102W" "S000000198" "ORF"
"P02293" "OTHER" "1" "HTB1" "S. cerevisiae" "Histone h Two B" "396" "YDR224C" "S000002632" "ORF"
"P00890" "OTHER" "1" "CIT1" "S. cerevisiae" "CITrate synthase" "1440" "YNR001C" "S000005284" "ORF"
"Q03375" "OTHER" "1" "CWC21" "S. cerevisiae" "Complexed With Cef1p" "408" "YDR482C" "S000002890" "ORF"
"P38754" "OTHER" "1" "RPL14B" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "815" "YHL001W" "S000000993" "ORF"
"P47072" "OTHER" "1" "TPH3" "S. cerevisiae" "Twin PH domain-3" "1686" "YJL016W" "S000003553" "ORF"
"P38230" "OTHER" "1" "ZTA1" "S. cerevisiae" "ZeTA-crystallin" "1005" "YBR046C" "S000000250" "ORF"
"Q04924" "OTHER" "1" "GTB1" "S. cerevisiae" "Glucosidase Two Beta-subunit" "2109" "YDR221W" "S000002629" "ORF"
"Q02979" "OTHER" "1" "GDE1" "S. cerevisiae" "GlycerophosphoDiEsterase" "3672" "YPL110C" "S000006031" "ORF"
"P52290" "OTHER" "1" "DIA3" "S. cerevisiae" "Digs Into Agar" "1407" "YDL024C" "S000002182" "ORF"
"Q03899" "OTHER" "1" "" "S. cerevisiae" "" "1671" "YDR131C" "S000002538" "ORF"
"P38312" "OTHER" "1" "ERV15" "S. cerevisiae" "ER Vesicle Protein" "429" "YBR210W" "S000000414" "ORF"
"P21524" "OTHER" "1" "RNR1" "S. cerevisiae" "RiboNucleotide Reductase" "2667" "YER070W" "S000000872" "ORF"
"Q08448" "OTHER" "1" "LPL1" "S. cerevisiae" "LD phospholipase" "1353" "YOR059C" "S000005585" "ORF"
"P38167" "OTHER" "1" "ECM21" "S. cerevisiae" "ExtraCellular Mutant" "3354" "YBL101C" "S000000197" "ORF"
"Q01939" "OTHER" "1" "RPT6" "S. cerevisiae" "Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase" "1218" "YGL048C" "S000003016" "ORF"
"P53840" "OTHER" "1" "TOF1" "S. cerevisiae" "TOpoisomerase I-interacting Factor" "3717" "YNL273W" "S000005217" "ORF"
"Q02455" "OTHER" "1" "MLP1" "S. cerevisiae" "Myosin-Like Protein" "5628" "YKR095W" "S000001803" "ORF"
"Q06508" "OTHER" "1" "LOA1" "S. cerevisiae" "Lysophosphatidic acid: Oleoyl-CoA Acyltransferase" "903" "YPR139C" "S000006343" "ORF"
"P38087" "OTHER" "1" "YMC2" "S. cerevisiae" "Yeast Mitochondrial Carrier" "990" "YBR104W" "S000000308" "ORF"
"P39077" "OTHER" "1" "CCT3" "S. cerevisiae" "Chaperonin Containing TCP-1" "1605" "YJL014W" "S000003551" "ORF"
"P06633" "OTHER" "1" "HIS3" "S. cerevisiae" "HIStidine" "663" "YOR202W" "S000005728" "ORF"
"Q12462" "OTHER" "1" "PEX11" "S. cerevisiae" "PEroXin" "711" "YOL147C" "S000005507" "ORF"
"Q92328" "OTHER" "1" "MDM12" "S. cerevisiae" "Mitochondrial Distribution and Morphology" "816" "YOL009C" "S000005369" "ORF"
"Q02754" "OTHER" "1" "HTC1" "S. cerevisiae" "Histidine Triad with Channel" "597" "YPL067C" "S000005988" "ORF"
"P04385" "OTHER" "1" "GAL1" "S. cerevisiae" "GALactose metabolism" "1587" "YBR020W" "S000000224" "ORF"
"Q3E7A7" "OTHER" "1" "MCO12" "S. cerevisiae" "Mitochondrial Class One protein of 12 kDa" "300" "YKL018C-A" "S000007615" "ORF"
"P24870" "OTHER" "1" "CLB3" "S. cerevisiae" "CycLin B" "1284" "YDL155W" "S000002314" "ORF"
"Q03750" "OTHER" "1" "TAF8" "S. cerevisiae" "TATA binding protein-Associated Factor" "1533" "YML114C" "S000004582" "ORF"
"Q12232" "OTHER" "1" "SLP1" "S. cerevisiae" "SUN-Like Protein" "1764" "YOR154W" "S000005680" "ORF"
"P52920" "OTHER" "1" "NBP35" "S. cerevisiae" "Nucleotide Binding Protein" "987" "YGL091C" "S000003059" "ORF"
"Q3E743" "OTHER" "1" "" "S. cerevisiae" "" "379" "YJR112W-A" "S000028513" "ORF"
"Q07350" "OTHER" "1" "PRP11" "S. cerevisiae" "Pre-mRNA Processing" "801" "YDL043C" "S000002201" "ORF"
"P40962" "OTHER" "1" "RTS2" "S. cerevisiae" "" "699" "YOR077W" "S000005603" "ORF"
"P06634" "OTHER" "1" "DED1" "S. cerevisiae" "Defines Essential Domain" "1815" "YOR204W" "S000005730" "ORF"
"Q12463" "OTHER" "1" "TRM11" "S. cerevisiae" "TRna Methyltransferase" "1302" "YOL124C" "S000005484" "ORF"
"Q12224" "OTHER" "1" "RLM1" "S. cerevisiae" "Resistance to Lethality of MKK1P386 overexpression" "2031" "YPL089C" "S000006010" "ORF"
"Q06563" "OTHER" "1" "SYM1" "S. cerevisiae" "Stress-inducible Yeast Mpv17" "594" "YLR251W" "S000004241" "ORF"
"P48234" "OTHER" "1" "ENP2" "S. cerevisiae" "Essential Nuclear Protein" "2124" "YGR145W" "S000003377" "ORF"
"Q07979" "OTHER" "1" "RSC58" "S. cerevisiae" "Remodel the Structure of Chromatin" "1509" "YLR033W" "S000004023" "ORF"
"Q06053" "OTHER" "1" "DUS3" "S. cerevisiae" "DihydroUridine Synthase" "2007" "YLR401C" "S000004393" "ORF"
"Q12403" "OTHER" "1" "ERP3" "S. cerevisiae" "Emp24p/Erv25p Related Protein" "678" "YDL018C" "S000002176" "ORF"
"P40347" "OTHER" "1" "LTP1" "S. cerevisiae" "Low molecular weight protein Tyrosine Phosphatase" "486" "YPR073C" "S000006277" "ORF"
"Q05905" "OTHER" "1" "HRI1" "S. cerevisiae" "HRr25 Interacting" "735" "YLR301W" "S000004292" "ORF"
"Q06506" "OTHER" "1" "RRP9" "S. cerevisiae" "Ribosomal RNA Processing" "1722" "YPR137W" "S000006341" "ORF"
"Q03677" "OTHER" "1" "ADI1" "S. cerevisiae" "Acireductone DIoxygenase" "540" "YMR009W" "S000004611" "ORF"
"P38169" "OTHER" "1" "BNA4" "S. cerevisiae" "Biosynthesis of Nicotinic Acid" "1383" "YBL098W" "S000000194" "ORF"
"P0CE11" "OTHER" "1" "HVG1" "S. cerevisiae" "Homologous to VRG4" "750" "YER039C" "S000000841" "ORF"
"Q12358" "OTHER" "1" "JLP1" "S. cerevisiae" "dnaJ-Like Protein" "1239" "YLL057C" "S000003980" "ORF"
"P32522" "OTHER" "1" "PET309" "S. cerevisiae" "PETite colonies" "2898" "YLR067C" "S000004057" "ORF"
"P06785" "OTHER" "1" "CDC21" "S. cerevisiae" "Cell Division Cycle" "915" "YOR074C" "S000005600" "ORF"
"P40547" "OTHER" "1" "VID28" "S. cerevisiae" "Vacuolar Import and Degradation" "2766" "YIL017C" "S000001279" "ORF"
"P34219" "OTHER" "1" "TOD6" "S. cerevisiae" "Twin Of Dot6p" "1578" "YBL054W" "S000000150" "ORF"
"P46944" "OTHER" "1" "TRS85" "S. cerevisiae" "TRapp Subunit" "2097" "YDR108W" "S000002515" "ORF"
"P51601" "OTHER" "1" "FOL2" "S. cerevisiae" "FOLic acid synthesis" "732" "YGR267C" "S000003499" "ORF"
"Q12429" "OTHER" "1" "DPH6" "S. cerevisiae" "DiPHthamide biosynthesis" "2058" "YLR143W" "S000004133" "ORF"
"Q04408" "OTHER" "1" "" "S. cerevisiae" "" "1452" "YDR514C" "S000002922" "ORF"
"P39108" "OTHER" "1" "PEX7" "S. cerevisiae" "PEroXin" "1128" "YDR142C" "S000002549" "ORF"
"Q04489" "OTHER" "1" "" "S. cerevisiae" "" "1578" "YML096W" "S000004562" "ORF"
"P43607" "OTHER" "1" "RRT5" "S. cerevisiae" "Regulator of rDNA Transcription" "870" "YFR032C" "S000001928" "ORF"
"P29539" "OTHER" "1" "RIF1" "S. cerevisiae" "RAP1-Interacting Factor" "5751" "YBR275C" "S000000479" "ORF"
"P26188" "OTHER" "1" "MGT1" "S. cerevisiae" "O-6-MethylGuanine-DNA methylTransferase" "567" "YDL200C" "S000002359" "ORF"
"P35191" "OTHER" "1" "MDJ1" "S. cerevisiae" "Mitochondrial DnaJ" "1536" "YFL016C" "S000001878" "ORF"
"Q12209" "OTHER" "1" "FRE8" "S. cerevisiae" "" "2061" "YLR047C" "S000004037" "ORF"
"P48236" "OTHER" "1" "GPC1" "S. cerevisiae" "GlyceroPhosphoCholine acyltransferase" "1299" "YGR149W" "S000003381" "ORF"
"P04819" "OTHER" "1" "CDC9" "S. cerevisiae" "Cell Division Cycle" "2268" "YDL164C" "S000002323" "ORF"
"P38314" "OTHER" "1" "SDS24" "S. cerevisiae" "homolog of S. pombe SDS23" "1584" "YBR214W" "S000000418" "ORF"
"Q04409" "OTHER" "1" "EMI2" "S. cerevisiae" "Early Meiotic Induction" "1503" "YDR516C" "S000002924" "ORF"
"Q06200" "OTHER" "1" "ECM7" "S. cerevisiae" "ExtraCellular Mutant" "1347" "YLR443W" "S000004435" "ORF"
"P40157" "OTHER" "1" "VID27" "S. cerevisiae" "Vacuolar Import and Degradation" "2349" "YNL212W" "S000005156" "ORF"
"P40068" "OTHER" "1" "FLO8" "S. cerevisiae" "FLOcculation" "" "YER109C" "S000000911" "BlockedReadingFrame"
